Date,Purchase/Sale,Country,Currency,Net,VAT
2020/1/9,Sale,United States,PLN,323.39,77.61
2020/7/16,sele,United States,GBP,73.77,13.28
2020/11/14,parchase,CZ,AED,630.14,144.93
2020/8/8,SALE,PL,USD,291.26,64.08
2020/5/9,SALE,ZA,CZK,691.29,96.78
2020/9/6,Purchase,United States,USD,105.22,17.89
2020/8/26,SALE,US,AED,259.71,57.14
2020/10/5,Purchase,Italy,AED,626.08,137.74
2020/4/11,Sale,IT,AED,48.0,7.68
2020/10/11,PURCHASE,AE,PLN,15.74,2.83
2020/7/25,sele,CZ,USD,632.62,107.55
2020/1/16,Sale,PL,USD,125.04,18.76
2020/11/9,Sale,GB,AED,395.53,83.06
2020/9/8,SALE,CZ,ZAR,455.01,100.1
2020/3/20,SALE,PL,ZAR,360.74,75.76
2020/6/13,sale,PL,USD,151.48,27.27
2020/8/14,Sale,IT,PLN,98.69,19.74
2020/1/25,sale,United States,CZK,518.35,88.12
2020/12/16,sele,Italy,PLN,66.27,9.94
2020/6/9,SALE,CZ,ZAR,290.99,37.83
2020/5/12,sele,Great Britain,ZAR,470.93,89.48
2020/4/2,PURCHASE,Poland,PLN,499.97,99.99
2020/7/27,parchase,AE,GBP,498.26,114.6
2020/5/18,purchase,ZA,ZAR,481.39,67.39
2020/12/29,Purchase,Great Britain,AED,267.31,45.44
2020/3/2,sale,GB,AED,504.03,65.52
2020/9/16,PURCHASE,ZA,PLN,763.26,99.22
2020/11/5,sele,Italy,AED,808.3,153.58
2020/4/11,Sale,AE,USD,11.05,1.33
2020/1/2,sele,ZA,PLN,530.12,79.52
2020/9/13,SALE,CZ,GBP,90.82,19.98
2020/6/24,SALE,Poland,ZAR,502.85,85.48
2020/5/13,Purchase,AE,CZK,638.59,127.72
2020/8/29,purchase,PL,AED,634.33,120.52
2020/3/10,Sale,AE,ZAR,785.11,180.58
2020/1/3,Purchase,PL,CZK,533.98,96.12
2020/6/26,purchase,AE,EUR,334.99,80.4
2020/6/22,purchase,Italy,ZAR,491.37,73.71
2020/10/15,purchase,CZ,GBP,486.62,72.99
2020/4/1,purchase,United States,GBP,777.56,132.19
2020/8/13,Sale,GB,ZAR,169.85,40.76
2020/9/4,sele,AE,PLN,704.97,133.94
2020/8/14,SALE,GB,ZAR,533.6,112.06
2020/5/13,Sale,AE,CZK,278.29,61.22
2020/10/14,parchase,Great Britain,CZK,401.3,96.31
2020/3/9,Sale,Great Britain,PLN,786.76,110.15
2020/10/29,sale,PL,ZAR,49.38,9.88
2020/7/9,sele,Great Britain,ZAR,628.24,119.37
2020/9/17,purchase,IT,CZK,278.25,58.43
2020/3/11,Sale,Poland,USD,577.61,92.42
2020/7/5,sale,IT,EUR,148.43,28.2
2020/4/25,sale,GB,EUR,565.96,96.21
2020/8/10,sale,United States,GBP,584.85,111.12
2020/3/25,Sale,IT,ZAR,274.19,46.61
2020/11/4,Purchase,PL,EUR,269.16,67.29
2020/6/27,sale,CZ,ZAR,724.4,144.88
2020/1/14,purchase,United States,ZAR,304.72,76.18
2020/5/10,sele,Italy,GBP,576.75,132.65
2020/8/24,sale,United States,CZK,651.91,117.34
2020/11/25,SALE,United States,CZK,235.63,44.77
2020/3/14,parchase,CZ,ZAR,468.62,103.1
2020/3/1,sale,Italy,AED,664.66,152.87
2020/12/15,sele,Great Britain,GBP,349.9,87.47
2020/6/26,parchase,GB,CZK,477.24,90.68
2020/12/23,parchase,United States,EUR,251.64,60.39
2020/1/24,sale,GB,CZK,617.59,142.05
2020/9/15,sele,Great Britain,EUR,387.1,54.19
2020/12/14,Purchase,ZA,ZAR,109.08,15.27
2020/9/29,sale,GB,EUR,308.24,67.81
2020/3/29,sale,US,PLN,519.72,109.14
2020/7/4,sele,GB,GBP,321.86,67.59
2020/9/24,PURCHASE,AE,EUR,675.67,87.84
2020/9/28,purchase,Italy,USD,555.45,66.65
2020/12/26,SALE,Poland,AED,267.26,48.11
2020/12/10,Sale,US,EUR,46.48,10.69
2020/9/4,Purchase,Great Britain,USD,410.47,49.26
2020/7/13,sale,Poland,GBP,436.07,91.57
2020/3/25,SALE,Italy,EUR,71.31,16.4
2020/7/8,sale,AE,EUR,760.75,114.11
2020/2/18,sele,IT,GBP,453.08,95.15
2020/5/28,sale,Italy,ZAR,619.15,111.45
2020/12/28,Sale,PL,ZAR,118.54,26.08
2020/9/1,sele,IT,CZK,729.52,175.08
2020/12/13,SALE,US,ZAR,42.07,6.73
2020/10/26,PURCHASE,Poland,EUR,38.39,6.14
2020/5/9,parchase,Great Britain,GBP,352.33,73.99
2020/11/20,sale,Poland,CZK,809.2,145.66
2020/4/21,sale,US,PLN,596.08,137.1
2020/4/14,parchase,AE,USD,650.73,123.64
2020/2/28,SALE,PL,EUR,496.88,79.5
2020/5/17,Purchase,GB,EUR,768.79,123.01
2020/6/29,purchase,ZA,GBP,311.1,68.44
2020/11/4,Sale,GB,EUR,465.71,69.86
2020/8/6,sale,Poland,CZK,711.74,99.64
2020/8/13,Sale,CZ,ZAR,362.54,50.76
2020/1/20,sale,Poland,PLN,599.29,89.89
2020/10/5,sale,IT,PLN,221.07,39.79
2020/5/2,sale,IT,AED,599.6,101.93
2020/6/10,sele,ZA,PLN,34.92,7.33
2020/3/19,sele,CZ,AED,177.84,32.01
2020/4/28,PURCHASE,ZA,GBP,698.94,83.87
2020/7/4,SALE,United States,EUR,267.44,42.79
2020/7/23,sele,PL,AED,579.92,69.59
2020/2/1,Sale,Italy,USD,16.71,4.01
2020/12/23,sale,AE,CZK,37.16,7.43
2020/3/18,SALE,United States,USD,127.28,26.73
2020/3/14,sale,PL,ZAR,281.36,50.64
2020/2/4,sele,PL,ZAR,712.88,106.93
2020/1/20,sele,US,AED,743.89,171.09
2020/2/9,SALE,AE,EUR,388.28,77.66
2020/2/14,SALE,US,CZK,17.68,3.01
2020/11/5,Sale,IT,GBP,467.97,70.2
2020/3/10,PURCHASE,ZA,CZK,67.77,9.49
2020/1/15,parchase,AE,GBP,97.61,13.67
2020/11/29,Purchase,IT,ZAR,751.99,97.76
2020/1/28,sele,Great Britain,CZK,271.02,37.94
2020/2/2,SALE,AE,ZAR,84.91,16.13
2020/6/26,sele,PL,USD,198.36,37.69
2020/4/5,Sale,ZA,AED,38.02,8.74
2020/5/1,purchase,Poland,EUR,236.38,33.09
2020/1/3,Purchase,AE,AED,383.99,72.96
2020/3/16,Sale,CZ,GBP,806.08,169.28
2020/6/19,SALE,Italy,ZAR,674.12,80.89
2020/1/28,parchase,GB,GBP,716.33,114.61
2020/10/16,sale,IT,USD,159.88,35.17
2020/5/24,purchase,United States,USD,581.46,127.92
2020/2/8,parchase,Great Britain,CZK,265.78,61.13
2020/11/11,Sale,Great Britain,GBP,572.02,91.52
2020/9/20,PURCHASE,Great Britain,AED,116.28,18.6
2020/3/19,SALE,PL,ZAR,709.41,134.79
2020/2/28,purchase,IT,CZK,778.07,132.27
2020/9/4,PURCHASE,Italy,AED,346.74,48.54
2020/3/28,SALE,AE,USD,659.47,151.68
2020/2/15,PURCHASE,Italy,GBP,311.48,65.41
2020/10/11,PURCHASE,Great Britain,GBP,234.51,35.18
2020/12/12,Sale,ZA,PLN,42.48,8.92
2020/9/23,sele,ZA,AED,447.6,98.47
2020/6/29,Sale,Italy,ZAR,490.73,63.79
2020/1/2,Purchase,PL,USD,130.58,27.42
2020/12/2,Sale,Great Britain,USD,233.83,46.77
2020/9/3,sale,GB,ZAR,661.11,79.33
2020/9/10,Purchase,GB,CZK,727.81,94.62
2020/9/10,SALE,CZ,PLN,232.46,48.82
2020/11/6,sele,ZA,AED,14.27,2.28
2020/1/10,sale,Poland,USD,165.99,39.84
2020/11/20,PURCHASE,Poland,AED,666.73,126.68
2020/9/15,purchase,AE,PLN,771.25,131.11
2020/5/1,PURCHASE,United States,GBP,48.68,8.28
2020/1/11,sale,United States,PLN,99.83,11.98
2020/6/17,Sale,CZ,CZK,423.5,93.17
2020/1/12,sele,CZ,PLN,787.84,110.3
2020/1/3,parchase,GB,ZAR,587.85,105.81
2020/4/14,SALE,United States,USD,533.06,69.3
2020/5/26,parchase,CZ,EUR,195.98,39.2
2020/4/9,parchase,US,USD,93.75,23.44
2020/8/10,PURCHASE,GB,CZK,127.32,30.56
2020/9/13,Sale,Italy,AED,579.09,127.4
2020/12/19,Sale,Great Britain,GBP,734.16,102.78
2020/4/24,purchase,US,USD,593.21,106.78
2020/10/22,purchase,ZA,CZK,476.53,57.18
2020/12/24,sele,GB,AED,78.25,17.21
2020/6/19,purchase,United States,GBP,757.12,189.28
2020/5/25,Sale,ZA,EUR,585.6,87.84
2020/11/3,sele,AE,USD,591.94,136.15
2020/4/4,sele,AE,GBP,102.83,17.48
2020/8/17,SALE,IT,ZAR,118.59,20.16
2020/6/6,SALE,Italy,GBP,463.22,97.28
2020/5/14,PURCHASE,Great Britain,ZAR,264.86,42.38
2020/4/8,sale,Great Britain,ZAR,197.56,37.54
2020/5/18,sele,US,CZK,289.58,60.81
2020/6/22,purchase,PL,GBP,614.79,122.96
2020/2/28,sale,IT,PLN,290.17,69.64
2020/4/15,purchase,GB,AED,420.1,96.62
2020/8/16,sele,Great Britain,AED,80.62,12.09
2020/11/9,sale,CZ,USD,457.0,91.4
2020/4/28,SALE,AE,CZK,220.46,35.27
2020/6/12,parchase,Poland,CZK,130.66,32.66
2020/8/4,PURCHASE,GB,GBP,60.46,8.46
2020/10/29,Purchase,US,PLN,345.31,65.61
2020/12/19,Sale,US,CZK,15.92,2.07
2020/10/16,PURCHASE,AE,GBP,249.58,54.91
2020/4/11,sale,CZ,USD,723.44,115.75
2020/4/20,Purchase,GB,EUR,171.56,24.02
2020/5/26,Sale,Poland,CZK,457.56,82.36
2020/1/29,sele,GB,GBP,241.85,36.28
2020/4/4,SALE,Italy,USD,425.27,59.54
2020/1/27,purchase,United States,EUR,660.45,158.51
2020/2/5,purchase,CZ,AED,609.9,140.28
2020/6/20,sele,ZA,PLN,537.62,102.15
2020/9/24,sele,Italy,EUR,536.01,85.76
2020/7/2,purchase,IT,CZK,231.35,41.64
2020/6/8,sele,Great Britain,PLN,736.67,154.7
2020/8/18,parchase,United States,PLN,296.03,35.52
2020/4/16,sele,CZ,GBP,216.04,32.41
2020/6/22,SALE,Great Britain,AED,494.52,103.85
2020/4/28,SALE,Great Britain,USD,375.46,48.81
2020/12/21,Sale,Italy,AED,74.61,9.7
2020/6/20,PURCHASE,PL,AED,210.94,31.64
2020/9/21,sele,PL,EUR,211.4,46.51
2020/7/20,sale,ZA,ZAR,241.74,60.44
2020/4/27,sale,GB,CZK,656.44,118.16
2020/6/6,PURCHASE,Great Britain,CZK,495.59,84.25
2020/9/29,Sale,IT,GBP,164.78,41.2
2020/5/20,PURCHASE,IT,ZAR,181.78,45.45
2020/5/5,purchase,Italy,PLN,482.22,57.87
2020/2/12,Sale,Poland,EUR,118.72,19.0
2020/1/7,SALE,US,PLN,538.85,75.44
2020/9/13,PURCHASE,IT,ZAR,628.83,157.21
2020/8/13,Sale,ZA,USD,363.1,65.36
2020/11/21,purchase,Great Britain,CZK,88.83,10.66
2020/5/8,Sale,United States,PLN,699.54,104.93
2020/11/9,parchase,ZA,USD,163.68,37.65
2020/9/14,sale,AE,EUR,425.68,93.65
2020/9/26,purchase,US,EUR,513.54,87.3
2020/9/20,purchase,IT,CZK,112.06,23.53
2020/1/21,sele,IT,USD,276.58,55.32
2020/1/20,parchase,United States,ZAR,685.94,116.61
2020/1/1,sele,AE,USD,133.3,16.0
2020/11/10,PURCHASE,US,AED,501.77,100.35
2020/5/24,sele,US,PLN,750.37,165.08
2020/12/26,sele,CZ,ZAR,520.02,67.6
2020/10/23,sale,CZ,ZAR,270.32,32.44
2020/9/26,purchase,United States,AED,299.19,59.84
2020/4/5,sale,Italy,EUR,323.65,51.78
2020/12/20,Purchase,AE,CZK,385.84,96.46
2020/2/29,PURCHASE,ZA,CZK,138.92,26.39
2020/9/5,SALE,United States,EUR,314.37,40.87
2020/5/19,Purchase,IT,CZK,24.84,5.46
2020/9/11,SALE,IT,AED,613.55,104.3
2020/5/4,sale,IT,EUR,550.93,88.15
2020/10/19,purchase,GB,EUR,719.23,115.08
2020/10/14,Sale,Italy,PLN,196.98,37.43
2020/11/27,SALE,United States,ZAR,517.71,119.07
2020/2/5,Sale,Great Britain,GBP,184.57,44.3
2020/11/22,Purchase,PL,AED,542.31,92.19
2020/7/13,Purchase,ZA,AED,741.58,177.98
2020/3/17,Purchase,ZA,CZK,214.77,53.69
2020/10/21,parchase,CZ,PLN,80.66,12.91
2020/3/6,Sale,AE,GBP,283.15,53.8
2020/3/27,purchase,GB,PLN,437.91,87.58
2020/1/3,Sale,United States,ZAR,566.32,130.25
2020/11/21,Purchase,Great Britain,AED,146.19,23.39
2020/4/24,Purchase,Great Britain,PLN,381.35,61.02
2020/6/12,PURCHASE,PL,USD,71.13,9.96
2020/3/16,purchase,United States,GBP,195.46,46.91
2020/1/11,purchase,Poland,PLN,461.58,96.93
2020/11/28,PURCHASE,Great Britain,AED,261.87,60.23
2020/6/26,Purchase,GB,PLN,276.63,35.96
2020/4/29,Sale,IT,ZAR,571.92,91.51
2020/6/9,Sale,ZA,CZK,451.93,58.75
2020/3/26,SALE,AE,CZK,785.04,157.01
2020/12/4,Sale,Italy,AED,338.49,44.0
2020/11/28,PURCHASE,CZ,ZAR,652.87,124.05
2020/1/3,parchase,US,AED,297.64,50.6
2020/8/28,Purchase,GB,AED,62.92,15.73
2020/10/14,PURCHASE,IT,PLN,196.9,29.54
2020/8/29,sale,IT,EUR,177.56,24.86
2020/7/1,PURCHASE,Italy,PLN,199.89,39.98
2020/6/3,SALE,Poland,EUR,492.23,103.37
2020/3/10,PURCHASE,PL,GBP,655.12,91.72
2020/11/1,parchase,PL,AED,549.9,137.47
2020/10/20,Sale,PL,GBP,601.04,78.14
2020/10/18,parchase,IT,USD,470.33,94.07
2020/1/16,PURCHASE,PL,AED,802.37,96.28
2020/8/12,sale,US,EUR,126.5,21.51
2020/11/3,PURCHASE,United States,GBP,51.74,8.28
2020/7/11,PURCHASE,Great Britain,AED,504.58,121.1
2020/6/10,sale,AE,CZK,122.89,18.43
2020/5/26,sale,GB,GBP,282.0,62.04
2020/6/5,Sale,United States,ZAR,187.17,35.56
2020/9/22,SALE,Great Britain,EUR,38.05,8.37
2020/1/15,SALE,US,ZAR,629.33,106.99
2020/3/28,sele,Poland,ZAR,386.53,57.98
2020/3/18,sele,GB,EUR,536.73,101.98
2020/5/28,sele,IT,GBP,583.9,134.3
2020/11/29,sele,PL,AED,613.25,79.72
2020/5/11,Sale,IT,USD,237.21,33.21
2020/3/7,purchase,Great Britain,USD,779.38,194.84
2020/5/3,sele,ZA,EUR,114.83,26.41
2020/5/3,Sale,Italy,GBP,628.12,100.5
2020/3/23,purchase,United States,USD,245.39,44.17
2020/10/1,sele,US,GBP,540.66,113.54
2020/12/20,Purchase,PL,USD,507.27,81.16
2020/2/5,sele,US,AED,289.08,37.58
2020/5/29,Sale,US,ZAR,116.78,28.03
2020/5/4,PURCHASE,United States,CZK,544.44,98.0
2020/9/16,SALE,Poland,ZAR,184.23,23.95
2020/12/1,sale,IT,EUR,344.92,41.39
2020/2/21,purchase,Great Britain,EUR,708.42,162.94
2020/12/8,PURCHASE,GB,CZK,693.0,90.09
2020/5/23,Purchase,PL,GBP,46.02,10.58
2020/4/21,PURCHASE,ZA,AED,45.68,7.77
2020/1/7,sele,Great Britain,USD,550.41,77.06
2020/5/23,parchase,IT,AED,454.61,113.65
2020/6/6,Sale,ZA,USD,368.86,77.46
2020/8/3,SALE,Poland,GBP,309.6,77.4
2020/3/13,sale,GB,USD,572.04,137.29
2020/11/25,parchase,CZ,USD,105.46,21.09
2020/9/14,Sale,GB,GBP,522.0,93.96
2020/4/1,sele,US,AED,113.87,22.77
2020/2/17,parchase,GB,CZK,204.4,49.06
2020/9/23,SALE,PL,USD,404.75,89.05
2020/2/19,Purchase,IT,ZAR,397.9,67.64
2020/8/25,PURCHASE,CZ,PLN,332.03,83.01
2020/10/20,parchase,Great Britain,AED,625.41,137.59
2020/6/11,purchase,Great Britain,AED,476.48,95.3
2020/12/25,sele,GB,CZK,288.27,37.48
2020/1/14,sele,CZ,ZAR,514.59,82.33
2020/5/24,sale,IT,EUR,791.49,134.55
2020/2/22,sele,Italy,PLN,133.98,18.76
2020/12/2,PURCHASE,PL,PLN,69.75,13.95
2020/10/14,sele,AE,USD,343.6,79.03
2020/12/8,Sale,ZA,PLN,461.95,83.15
2020/3/29,Purchase,United States,USD,258.6,38.79
2020/1/4,sele,Poland,EUR,746.44,171.68
2020/8/2,purchase,IT,GBP,193.62,42.6
2020/8/21,parchase,United States,USD,497.95,109.55
2020/8/14,sale,PL,AED,225.93,49.7
2020/7/24,purchase,IT,USD,32.75,3.93
2020/6/10,PURCHASE,AE,USD,556.79,66.81
2020/5/9,parchase,Great Britain,AED,494.63,79.14
2020/10/28,sele,Poland,GBP,432.36,108.09
2020/10/19,Sale,IT,EUR,264.34,31.72
2020/7/22,PURCHASE,PL,CZK,170.6,34.12
2020/9/22,Purchase,Italy,USD,337.82,54.05
2020/7/18,purchase,US,CZK,735.36,132.36
2020/11/10,Purchase,Italy,PLN,674.11,114.6
2020/7/13,PURCHASE,CZ,PLN,517.41,113.83
2020/10/10,SALE,IT,CZK,788.3,126.13
2020/11/13,purchase,United States,EUR,20.29,3.04
2020/4/4,PURCHASE,IT,CZK,375.22,56.28
2020/5/7,parchase,US,AED,777.09,178.73
2020/5/18,purchase,Poland,GBP,541.09,64.93
2020/4/17,parchase,Great Britain,USD,112.85,27.08
2020/10/19,Purchase,Italy,CZK,681.11,149.84
2020/2/1,parchase,GB,USD,406.87,56.96
2020/12/4,parchase,United States,AED,279.37,67.05
2020/7/18,parchase,Italy,PLN,21.78,5.45
2020/12/19,PURCHASE,IT,EUR,475.28,95.06
2020/12/28,PURCHASE,United States,USD,204.28,24.51
2020/12/1,sale,ZA,GBP,754.06,143.27
2020/7/10,PURCHASE,PL,EUR,380.91,95.23
2020/2/1,sale,Poland,EUR,581.95,122.21
2020/3/26,purchase,AE,USD,804.08,176.9
2020/8/14,purchase,Poland,USD,452.39,76.91
2020/7/15,PURCHASE,PL,USD,449.63,89.93
2020/2/21,parchase,GB,EUR,134.05,29.49
2020/6/17,sale,Poland,PLN,591.54,124.22
2020/7/12,Sale,AE,USD,161.65,24.25
2020/6/6,sele,Italy,ZAR,268.09,34.85
2020/10/6,Sale,AE,AED,131.9,26.38
2020/6/7,parchase,US,CZK,152.63,21.37
2020/2/10,Purchase,ZA,AED,443.31,66.5
2020/9/2,PURCHASE,PL,USD,142.93,30.02
2020/10/3,purchase,AE,PLN,386.75,77.35
2020/3/19,PURCHASE,Great Britain,CZK,574.95,74.74
2020/10/13,sele,Italy,AED,627.09,144.23
2020/1/20,sale,Great Britain,AED,173.78,33.02
2020/8/18,purchase,IT,PLN,699.02,111.84
2020/8/11,Purchase,ZA,CZK,155.95,21.83
2020/7/22,SALE,GB,PLN,694.4,90.27
2020/6/7,SALE,ZA,ZAR,359.63,68.33
2020/8/11,sele,GB,PLN,52.11,8.86
2020/5/20,sale,Great Britain,CZK,428.97,72.92
2020/8/29,sele,US,USD,414.09,57.97
2020/2/5,SALE,GB,AED,470.91,84.76
2020/3/12,parchase,United States,CZK,555.91,72.27
2020/2/25,SALE,CZ,GBP,386.05,50.19
2020/4/16,PURCHASE,United States,PLN,155.25,20.18
2020/4/3,PURCHASE,US,CZK,210.72,40.04
2020/11/23,parchase,PL,AED,524.99,99.75
2020/10/29,parchase,Italy,EUR,269.97,67.49
2020/5/14,purchase,AE,CZK,526.62,105.32
2020/5/10,PURCHASE,Italy,CZK,807.61,201.9
2020/6/15,purchase,PL,AED,220.85,39.75
2020/10/29,PURCHASE,GB,GBP,160.47,38.51
2020/9/4,PURCHASE,CZ,EUR,214.93,36.54
2020/9/20,parchase,GB,GBP,735.71,88.29
2020/12/13,Sale,PL,GBP,145.87,18.96
2020/4/19,Purchase,CZ,GBP,713.75,92.79
2020/10/27,purchase,ZA,ZAR,575.01,115.0
2020/11/15,Purchase,AE,USD,661.41,105.83
2020/11/29,sale,United States,USD,270.85,35.21
2020/7/29,PURCHASE,United States,EUR,72.32,17.36
2020/9/16,Purchase,PL,CZK,218.26,45.83
2020/3/12,sele,AE,CZK,707.4,84.89
2020/8/17,SALE,AE,ZAR,311.91,40.55
2020/1/18,Sale,IT,GBP,479.63,57.56
2020/7/14,parchase,GB,ZAR,205.85,45.29
2020/11/23,sale,AE,USD,236.85,49.74
2020/4/11,sale,US,AED,106.74,23.48
2020/9/17,Sale,Great Britain,EUR,324.31,68.11
2020/6/13,parchase,ZA,GBP,334.22,46.79
2020/12/23,Sale,GB,AED,232.7,53.52
2020/2/12,purchase,ZA,ZAR,618.5,74.22
2020/3/1,parchase,IT,CZK,541.14,91.99
2020/6/7,purchase,Italy,PLN,734.07,117.45
2020/1/29,parchase,United States,GBP,794.94,198.74
2020/6/19,sele,AE,USD,108.65,21.73
2020/5/23,Sale,Poland,PLN,449.26,85.36
2020/11/10,purchase,CZ,ZAR,292.0,46.72
2020/3/17,sale,Poland,GBP,751.61,142.81
2020/2/7,Purchase,US,PLN,287.11,60.29
2020/9/5,SALE,Great Britain,AED,654.86,85.13
2020/5/11,parchase,GB,PLN,591.64,94.66
2020/8/14,sele,Poland,AED,126.22,15.15
2020/10/14,sale,United States,GBP,95.45,15.27
2020/12/28,SALE,CZ,GBP,94.52,21.74
2020/5/11,sale,PL,ZAR,571.9,125.82
2020/5/9,sele,US,GBP,128.46,16.7
2020/4/6,SALE,Great Britain,PLN,665.63,133.13
2020/10/8,PURCHASE,PL,EUR,197.51,31.6
2020/9/7,PURCHASE,Great Britain,GBP,247.09,51.89
2020/2/28,Sale,United States,CZK,429.55,51.55
2020/7/22,parchase,US,USD,663.04,106.09
2020/2/13,sale,ZA,USD,121.35,21.84
2020/3/19,sele,Great Britain,USD,800.01,152.0
2020/7/16,Purchase,Poland,PLN,330.98,82.75
2020/3/16,parchase,ZA,CZK,70.52,17.63
2020/4/25,Sale,Italy,EUR,306.64,64.39
2020/11/21,purchase,United States,PLN,668.15,80.18
2020/11/13,Purchase,IT,AED,17.47,3.67
2020/3/6,sale,ZA,PLN,699.34,97.91
2020/3/13,SALE,US,ZAR,619.46,92.92
2020/6/24,sele,Italy,PLN,313.54,65.84
2020/12/7,parchase,IT,AED,297.73,50.61
2020/2/9,parchase,ZA,EUR,694.47,173.62
2020/4/25,SALE,PL,PLN,89.34,11.61
2020/7/18,parchase,GB,CZK,551.12,121.25
2020/9/20,sele,United States,PLN,671.58,94.02
2020/10/19,sale,AE,GBP,77.76,18.66
2020/11/9,sele,AE,CZK,805.16,96.62
2020/6/15,SALE,US,AED,498.53,124.63
2020/6/7,PURCHASE,PL,CZK,136.41,23.19
2020/8/8,Sale,United States,USD,330.94,69.5
2020/12/24,parchase,AE,USD,171.51,29.16
2020/4/22,Purchase,PL,USD,340.24,78.26
2020/4/1,PURCHASE,AE,PLN,154.52,37.08
2020/9/23,purchase,IT,ZAR,234.61,30.5
2020/9/10,purchase,AE,USD,440.08,92.42
2020/12/6,sele,CZ,CZK,458.07,105.36
2020/10/22,SALE,IT,USD,116.33,25.59
2020/5/9,sele,Poland,PLN,550.58,93.6
2020/6/2,sale,United States,USD,475.07,61.76
2020/10/10,parchase,Poland,GBP,486.45,107.02
2020/4/15,Purchase,IT,PLN,312.94,78.23
2020/5/22,Sale,Great Britain,GBP,312.4,78.1
2020/6/10,sele,AE,PLN,75.78,15.91
2020/5/17,sale,CZ,CZK,361.2,90.3
2020/3/1,SALE,CZ,ZAR,353.12,88.28
2020/9/3,SALE,United States,USD,794.85,119.23
2020/10/18,purchase,PL,AED,420.52,96.72
2020/11/21,sele,PL,AED,355.58,64.0
2020/9/14,sale,CZ,CZK,135.67,21.71
2020/10/27,purchase,PL,EUR,430.22,103.25
2020/9/2,purchase,IT,PLN,465.61,79.15
2020/5/7,parchase,CZ,PLN,602.21,108.4
2020/8/16,sele,CZ,AED,647.93,129.59
2020/3/14,sale,Italy,AED,657.31,138.04
2020/3/9,Sale,CZ,ZAR,405.07,76.96
2020/6/25,parchase,PL,EUR,133.52,21.36
2020/1/6,purchase,United States,USD,271.94,51.67
2020/3/6,sale,PL,GBP,678.34,142.45
2020/1/19,Sale,IT,USD,753.78,135.68
2020/4/27,sele,IT,USD,656.12,111.54
2020/4/14,parchase,ZA,PLN,93.85,13.14
2020/7/11,purchase,United States,EUR,496.31,114.15
2020/3/9,parchase,PL,EUR,31.9,5.1
2020/9/23,sele,Italy,ZAR,535.04,107.01
2020/12/9,Purchase,AE,EUR,322.41,48.36
2020/12/15,sele,United States,EUR,93.64,13.11
2020/2/24,parchase,GB,AED,250.93,52.7
2020/5/27,purchase,United States,USD,342.19,54.75
2020/4/21,sele,PL,ZAR,565.7,130.11
2020/11/3,sele,CZ,CZK,433.07,77.95
2020/4/8,sale,IT,PLN,400.05,64.01
2020/2/14,SALE,Great Britain,AED,523.82,120.48
2020/12/16,PURCHASE,United States,CZK,805.81,161.16
2020/7/3,PURCHASE,United States,EUR,224.36,29.17
2020/10/15,SALE,Poland,CZK,397.93,63.67
2020/5/10,purchase,US,GBP,256.96,61.67
2020/6/9,PURCHASE,AE,EUR,8.15,1.55
2020/5/13,parchase,US,ZAR,108.78,19.58
2020/7/15,sele,ZA,PLN,735.91,169.26
2020/12/4,purchase,IT,ZAR,140.28,25.25
2020/1/25,purchase,Great Britain,ZAR,88.07,18.49
2020/11/4,parchase,ZA,PLN,521.76,67.83
2020/10/27,sele,GB,USD,167.78,21.81
2020/4/10,sele,IT,EUR,410.16,73.83
2020/12/28,parchase,Italy,AED,138.22,22.12
2020/1/11,purchase,CZ,EUR,275.6,49.61
2020/11/27,SALE,CZ,AED,623.18,130.87
2020/2/12,SALE,CZ,GBP,198.23,31.72
2020/8/3,sale,Great Britain,AED,205.71,45.26
2020/3/3,Sale,AE,USD,486.34,121.58
2020/10/18,PURCHASE,IT,USD,72.79,13.83
2020/4/4,sele,Great Britain,USD,74.37,15.62
2020/8/14,PURCHASE,AE,USD,264.93,52.99
2020/9/24,sale,Great Britain,PLN,18.04,3.79
2020/2/10,PURCHASE,Italy,AED,445.02,89.0
2020/11/9,sele,Great Britain,EUR,760.25,121.64
2020/3/5,parchase,Poland,AED,691.58,152.15
2020/3/9,PURCHASE,ZA,CZK,705.9,98.83
2020/2/10,sele,US,ZAR,46.5,7.44
2020/1/24,Sale,PL,PLN,135.26,32.46
2020/9/19,Purchase,ZA,CZK,12.68,2.79
2020/1/13,PURCHASE,Great Britain,ZAR,25.72,4.37
2020/11/4,SALE,IT,PLN,713.07,121.22
2020/12/11,sele,CZ,PLN,784.04,141.13
2020/8/15,Purchase,Great Britain,GBP,102.43,16.39
2020/11/27,SALE,PL,GBP,687.96,110.07
2020/2/25,purchase,Poland,ZAR,213.29,46.92
2020/9/21,purchase,Poland,EUR,492.18,98.44
2020/2/28,sale,IT,ZAR,235.7,58.92
2020/1/14,Sale,United States,PLN,515.37,87.61
2020/3/26,purchase,CZ,PLN,453.77,77.14
2020/9/13,sale,AE,AED,159.14,39.78
2020/5/24,sele,IT,CZK,374.88,59.98
2020/8/18,Sale,GB,EUR,222.78,37.87
2020/1/18,purchase,United States,GBP,709.02,177.25
2020/3/2,Purchase,CZ,PLN,210.69,33.71
2020/5/16,Purchase,Great Britain,ZAR,799.33,127.89
2020/5/21,purchase,PL,AED,757.25,189.31
2020/3/29,sele,PL,PLN,773.29,185.59
2020/6/26,PURCHASE,Poland,USD,644.42,116.0
2020/12/23,purchase,GB,CZK,123.41,30.85
